condition,seed_id,n_gen,vendi
gemma_t10,11022639,51,3.8468456268310547
gemma_t10,11054023,51,3.4181067943573
gemma_t10,11074539,51,3.0481748580932617
gemma_t10,11091552,51,3.123839855194092
gemma_t10,11128248,51,2.5334513187408447
gemma_t10,11142668,51,2.590341329574585
gemma_t10,11152489,51,1.8586595058441162
gemma_t10,11157751,51,3.946824789047241
gemma_t10,11202365,51,2.705094575881958
gemma_t10,11262376,51,2.6361312866210938
gemma_t10,11270374,51,3.3089022636413574
gemma_t10,11365698,51,2.3318591117858887
gemma_t10,11387463,51,2.218123197555542
gemma_t10,11391667,51,3.577454090118408
gemma_t10,11505828,51,2.313587188720703
gemma_t10,11595344,51,2.6039879322052
gemma_t10,11597846,51,2.6235227584838867
gemma_t10,11626649,51,2.8961946964263916
gemma_t10,11644259,51,2.877370834350586
gemma_t10,11650107,51,1.951886773109436
gemma_t10,11751039,51,2.6254303455352783
gemma_t10,11754890,51,5.094855785369873
gemma_t10,11771220,51,2.7086679935455322
gemma_t10,11777996,51,3.1878745555877686
gemma_t10,11805625,51,2.7144851684570312
gemma_t10,11866664,51,3.7890114784240723
gemma_t10,11872486,51,2.2342405319213867
gemma_t10,11879061,51,2.1157734394073486
gemma_t10,12075649,51,3.4122118949890137
gemma_t10,12122749,51,2.3877580165863037
gemma_t10,12187767,51,3.026099443435669
gemma_t10,12203896,51,3.173637866973877
gemma_t10,12220417,51,3.006070613861084
gemma_t10,12230893,51,2.913726568222046
gemma_t10,12241221,51,3.6280629634857178
gemma_t10,12245213,51,3.363321542739868
gemma_t10,12266201,51,3.081005811691284
gemma_t10,12294387,51,2.275184154510498
gemma_t10,12304778,51,2.308232307434082
gemma_t10,12320170,51,2.5973708629608154
gemma_t10,12332957,51,2.9176743030548096
gemma_t10,12345746,51,2.794308662414551
gemma_t10,12355828,51,3.216823101043701
gemma_t10,12440940,51,2.682854175567627
gemma_t10,12451537,51,2.59810209274292
gemma_t10,12585424,51,3.4422717094421387
gemma_t10,12586316,51,1.9215598106384277
gemma_t10,12588798,51,2.1969072818756104
gemma_t10,12603385,51,2.981614828109741
gemma_t10,12607082,51,3.091153860092163
gemma_t10,12615602,51,2.535379409790039
gemma_t10,12688069,51,1.8962655067443848
gemma_t10,12744871,51,4.59561014175415
gemma_t10,12807398,51,3.068157196044922
gemma_t10,12847491,51,3.0932884216308594
gemma_t10,12851711,51,2.104616165161133
gemma_t10,12926055,51,2.85526967048645
gemma_t10,12938495,51,2.882511854171753
gemma_t10,12964363,51,1.9690470695495605
gemma_t10,12998432,51,3.9856841564178467
gemma_t10,13030311,51,3.051913261413574
gemma_t10,13100783,51,2.9375414848327637
gemma_t10,13214003,51,3.3823657035827637
gemma_t10,13239813,51,2.7559196949005127
gemma_t10,13335042,51,3.3745059967041016
gemma_t10,13350236,51,2.805086374282837
gemma_t10,13495961,51,2.1772146224975586
gemma_t10,13529592,51,4.370927810668945
gemma_t10,13603998,51,3.8583803176879883
gemma_t10,13675482,51,2.2141449451446533
gemma_t10,13690180,51,2.9696149826049805
gemma_t10,13692090,51,2.784797430038452
gemma_t10,13694466,51,3.901034116744995
gemma_t10,13696741,51,5.468850135803223
gemma_t10,13701579,51,3.5579278469085693
gemma_t10,13745156,51,3.6966135501861572
gemma_t10,13746570,51,2.883335590362549
gemma_t10,13746581,51,2.7590041160583496
gemma_t10,13746789,51,3.8218066692352295
gemma_t10,13747425,51,3.306507110595703
gemma_t10,13747961,51,2.2696449756622314
gemma_t10,13748720,51,2.3761532306671143
gemma_t10,13751352,51,2.4841296672821045
gemma_t10,13752894,51,2.0893304347991943
gemma_t10,13753905,51,2.5625078678131104
gemma_t10,13756572,51,2.669445753097534
gemma_t10,13858533,51,2.892043113708496
gemma_t10,13916015,51,2.325197696685791
gemma_t10,13937253,51,2.6135218143463135
gemma_t10,13959787,51,3.729599952697754
gemma_t10,13972671,51,2.084066152572632
gemma_t10,14068705,51,3.4724881649017334
gemma_t10,14091946,51,2.8744094371795654
gemma_t10,14099741,51,3.0762271881103516
gemma_t10,14141143,51,2.802663564682007
gemma_t10,14155276,51,2.9049570560455322
gemma_t10,14169402,51,3.1533591747283936
gemma_t10,14170854,51,2.9331607818603516
gemma_t10,14176162,51,3.456465482711792
gemma_t10,14186198,51,2.7311699390411377
gemma_t10,14259080,51,2.6158993244171143
gemma_t10,14291750,51,3.8174479007720947
gemma_t10,14301751,51,3.8942065238952637
gemma_t10,14328180,51,2.2097325325012207
gemma_t10,14341841,51,2.910599946975708
gemma_t10,14358598,51,2.452244997024536
gemma_t10,14404227,51,3.984759569168091
gemma_t10,14407737,51,2.446133852005005
gemma_t10,14421595,51,2.575822353363037
gemma_t10,14429450,51,3.1452038288116455
gemma_t10,14434979,51,4.305030822753906
gemma_t10,14441283,51,2.868381977081299
gemma_t10,14454803,51,4.186659336090088
gemma_t10,14472576,51,3.337740421295166
gemma_t10,14500933,51,2.2532551288604736
gemma_t10,14502960,51,3.1159493923187256
gemma_t10,14554263,51,2.8327584266662598
gemma_t10,14579508,51,3.1014230251312256
gemma_t10,14584778,51,2.3305811882019043
gemma_t10,14680675,51,3.9692835807800293
gemma_t10,14743706,51,2.5175728797912598
gemma_t10,14745914,51,4.44529390335083
gemma_t10,14760908,51,2.689749002456665
gemma_t10,14776729,51,2.798846483230591
gemma_t10,14800090,51,3.129377841949463
gemma_t10,14807742,51,3.654827833175659
gemma_t10,14818452,51,2.2570202350616455
gemma_t10,14819490,51,2.7002973556518555
gemma_t10,14874026,51,2.845294952392578
gemma_t10,14878319,51,2.2916476726531982
gemma_t10,14878646,51,2.572782516479492
gemma_t10,14879921,51,3.468797445297241
gemma_t10,15026764,51,2.6402316093444824
gemma_t10,15040286,51,2.683107852935791
